artist_name,popularity
Rohff,52
Guizmo,48
Mylène Farmer,54
X Ray Pop,5
Scylla,46
Charles Gounod,46
Kenza Farah,44
Alpha 5.20,35
Mass. Hysteria,27
Solidéo,19
Emmanuel Music,42
Giacomo Meyerbeer,33
Jules Massenet,49
Tash Sultana,59
Amel Bent,50
FM LAETI,39
Luciole,18
Old Silver Key,6
Louis Ganne,5
Naibu,22
Biga*Ranx,57
Erik Truffaz,36
Bob Marley & The Wailers,80
Lucenzo,69
Dan Luiten,34
Revolver Cannabis,57
MC Tairon,55
Charlie Winston,43
Nikolai Rimsky-Korsakov,50
Keny Arkana,44
Patricia Kaas,43
Christophe Willem,43
Lalla Francia,32
Taizé,43
Tri Yann,41
Jeane Manson,31
Max Cooper,43
Massilia Sound System,43
Max Boublil,34
Johnny Hallyday,57
Barcella,23
Paul Taffanel,6
Saez,51
Benjamin Biolay,46
Loyset Compère,8
Soldat Louis,39
Adolphe Adam,39
Constance Aman,24
Jacques Hotteterre,16
Albert Roussel,13
MAI LAN,37
Ornette Haynes,39
Emmanuel Moire,44
Eiffel 65,59
Cécile Chaminade,27
Taipan,22
Merzhin,34
Queen Omega,49
Michel Petrucciani,33
Ben Mazué,54
Oxmo Puccino,48
Calibre 50,72
Nèg' Marrons,43
Deen Burbigo,46
Tomawok,32
Guillaume-Gabriel Nivers,0
Michel Berger,50
Caroline Costa,29
Michel Sardou,55
Skarra Mucci,47
Bonnie Banane,39
La Bande à Basile,25
Maurice Jarre,38
Naps,68
Jarod Glawe,36
Batlik,24
Hubert-Félix Thiéfaine,42
Jazzy Bazz,49
La Souris Déglinguée,22
Hayce Lemsi,44
Tryo,51
La Fouine,55
Alkpote,44
Raggasonic,32
Soane,20
Seth Gueko,44
Ariane Moffatt,35
Stephan Eicher,43
Warren G,61
Anita Baker,53
James Brown,60
Clarence Carter,42
Kurupt,59
Dojo Cuts,51
Lettuce,41
The California Honeydrops,51
Vulfpeck,56
Twelve Foot Ninja,40
Barbara Mason,41
Marcus Miller,40
Galactica Pivot,51
EMEFE,23
Lee Fields & The Expressions,44
Phil Gerus,22
Coolio,67
"Medeski, Martin & Wood",37
Bobby Womack,55
Damien Fleau,39
Snoop Dogg,80
Donald Byrd,45
Snarky Puppy,46
Arthur Verocai,47
The Filthy Six,19
The Soul Rebels,29
The Funky Knuckles,32
Nick Waterhouse,48
Luther Vandross,61
Bootsy Collins,63
The Trinikas,13
The Soul Snatchers,22
XL Middleton,30
Papa Grows Funk,22
The Wild Magnolias,18
Lee Ritenour,46
Boston Horns,14
Cristiano Parato,30
Mary Wells,49
Jeff Cascaro,44
Big Sam's Funky Nation,16
Mr. Capone-E,46
Hot Action Cop,36
Mint Condition,47
Funk Off,14
Lil Eazy-E,19
Cody Chesnutt,44
The Intruders,41
Little Beaver,41
Suga Free,45
The Wood Brothers,46
Featurecast,20
Mayer Hawthorne,51
MC Koringa,57
Lou Donaldson,42
MC Leozinho ZS,57
Doug Johns,24
MC Marcinho,50
Claudia Leitte,57
Ivete Sangalo,62
Ice Cube,71
Emily King,45
Technicolour,24
The Rasmus,54
Korn,74
The Dirty Dozen Brass Band,26
Mc Beyonce,33
Mack 10,53
Cory Henry,41
Hot 8 Brass Band,34
MC Guime,47
Mc Magrinho,63
La Gente Pesada,32
Rappin' 4-Tay,49
Mc Pretchako,70
Alice Caymmi,35
Mezzoforte,34
Geto Boys,51
La Arrolladora Banda El Limón De Rene Camacho,75
Sag War Fare,5
Downtown Brown,5
Les McCann,31
Bo Dollis,10
Electro Deluxe,35
X-Raided,39
Bobby Brown,54
Marvin Gaye,71
Larry Graham & Graham Central Station,16
Xzibit,64
Boukou Groove,13
Thiago Brava,45
Hundred & One Runners,1
Deize Tigrona,27
The Radiators,29
Clutch,51
Parliament,48
Naldo Benny,48
Tha Dogg Pound,53
Alan Evans Trio,9
Joe Bravo,16
Cold 187um,25
Kinky,49
Donny Benét,38
T Bird and the Breaks,32
Biohazard,40
Incognito,45
MC K9,59
Cocofunka,32
Duracha,2
Pregador Luo,49
Sean Finn,47
Furney,20
The Comrads,18
Raphael Saadiq,48
Lonnie Liston Smith,38
DJ Quik,51
Black Soul Express,2
Five Alarm Funk,24
Club Nouveau,39
Grant Green,41
Thaeme & Thiago,46
Intelligent Manners,20
Tsutomu Narita,35
Shawn Lee's Ping Pong Orchestra,37
Chico Hamilton,32
Jon Cleary,28
Mages of Chronos,49
Lil Jon & The East Side Boyz,60
Ton Carfi,52
Kamikaze do Gueto,42
The Equatics,35
"Johnny ""Hammond"" Smith",31
Candy Dulfer,45
Anitta,79
Mc Romeu,39
Monkey House,17
Sasac,20
Sampa Crew,45
Malfunkshun,20
The Delfonics,48
Mac Mall,35
Flaming Arrows,1
Uku Kuut,12
Rowpieces,12
Eddie Finley & The Cincinatti Show Band,2
BadBoe,16
The Blackbyrds,41
MC Lon,37
Silence Groove,26
The Aristocrats,34
Kokane,42
Dario Nunez,29
Napoli Centrale,21
The Black Furs,6
Axe Bahia,43
All Good Funk Alliance,19
Hector Couto,35
Robbie Rivera,41
DJ Jeeh FDC,64
Manu Gavassi,46
FIDLAR,47
Enjoy,43
Allah-Las,52
Artful Dodger,42
Arctic Monkeys,83
The Babies,28
Drunk Mums,29
Diamond Rugs,20
Natural Child,36
Mystic Braves,37
King Tuff,35
Mrs. Magician,20
Royal Headache,33
Poison Idea,31
Meat Wave,29
"Whatever, Dad",52
Diners,23
Dinosaur Pile-Up,39
Deerhoof,37
Bleed The Wicked Menace,57
Mind Spiders,16
Guantanamo Baywatch,20
JEFF The Brotherhood,26
The Abigails,24
Young Rival,14
Peach Kelli Pop,25
Janet Metz,34
Jem and the Holograms,25
Lace Curtains,5
Young Prisms,19
Audacity,8
White Fence,32
Toys That Kill,17
The Moving Sidewalks,12
Shannon & The Clams,45
Electric Six,44
Bleeding Knees Club,16
Imperial State Electric,24
Chris Cohen,27
Violent Soho,42
The Fresh & Onlys,17
Moon Duo,31
Foxygen,41
The Barbaras,11
Together Pangea,40
Hillsong Young & Free,59
Blood Red Shoes,36
The Soft Pack,26
Balloon Farm,5
Synkro,32
The Murlocs,40
Bad Sports,10
TJR,51
Doc Daneeka,23
Liars,30
Machinedrum,48
White Lung,23
Frankie Ballard,48
Ex-Cult,11
Lost Sounds,16
Mando Diao,53
Merchandise,15
Hooded Fang,22
Protomartyr,39
FaltyDL,24
Beak>,39
Warthog,19
Satan Takes A Holiday,14
DIÄT,14
DZ Deathrays,33
Lolita & The Boys,29
Kastle,15
Ausmuteants,34
Goons Of Doom,21
Thee Attacks,8
Mean Jeans,25
Drug Cabin,47
The Delta Riggs,27
Still Corners,53
Scott Garcia,32
Teenanger,5
Seirou Okamoto,9
Gilla Band,29
La Mosca Tse-Tse,60
Boomgates,10
DFRNT,22
Chain and The Gang,16
The Gentrys,19
Dumbo Gets Mad,38
British India,34
Twerps,23
Night Beats,34
Cate Le Bon,41
Tyvek,12
Troy Gunner,3
Todd Edwards,47
Cid Rim,22
Crocodiles,22
Young Jesus,31
Leopold and His Fiction,18
Amen Dunes,42
Lunatics On Pogosticks,23
The Pariah Dogs,37
Fantastic Mr Fox,9
Triptides,29
Jacques Greene,37
Objekt,19
Nocow,17
Jantje Plezier,0
Gold Panda,34
Eagulls,19
The Stooges,48
Strawberry Alarm Clock,37
The Jon Spencer Blues Explosion,41
Scott & Charlene's Wedding,16
MC5,35
Chad VanGaalen,33
Curtis Knight & The Squires,24
Balue,23
Pebbles The Invisible Girl,54
The Shivas,34
Savages,27
andymori,46
Total Control,18
Gorgeous Bully,27
Miles Kane,53
Groove Committee,7
Jack Dixon,5
Neon Piss,2
Lulu & The Lampshades,17
Nick Cave & The Bad Seeds,60
Michael Schulte,61
Hans Zimmer,75
Marc Streitenfeld,54
Ramin Djawadi,65
Tom Tykwer,40
Jim Croce,67
Electric Callboy,66
Donots,45
Santiano,56
Kadavar,35
Milow,51
Marteria,56
HARDBONE,26
Future Breeze,45
OOMPH!,46
RPWL,36
Accept,55
New York Philharmonic,54
Mgk666,54
The Frames,33
Klaus Badelt,60
Heinrich Lichner,12
Kraftklub,57
Tim Bendzko,50
DJ Gollum,55
Carlprit,46
Xavier Naidoo,51
Paul van Dyk,54
Super700,14
Tocadisco,35
Zombie Nation,46
Rannar Sillard,51
Marsimoto,47
Sara Lugo,34
SDP,66
Feine Sahne Fischfilet,48
Bodybangers,46
Madsen,47
Sunbeam Sound Machine,36
MoTrip,50
Blank & Jones,53
Unisonic,25
Mono Inc.,45
Deichkind,51
Alex M.O.R.P.H.,43
Wise Guys,43
Matthias Weckmann,11
David Kellner,10
Mr. President,55
Gottfried Heinrich Stölzel,33
DJane HouseKat,49
Bushido,63
Discharger,27
Winterstorm,17
Fallbrawl,29
Damedot,46
Kay One,48
Dorothy,52
Dennis Sheperd,35
Voicians,38
Olli Schulz,42
Haudegen,34
Evil Conduct,26
Broilers,57
Andy Leech,36
Johann David Heinichen,22
Jan Hegenberg,35
Omid Shabani,39
Basslovers United,38
Jubiläumscast Wien 2012,34
Stefanie Heinzmann,45
Nalin & Kane,44
RAF 3.0,38
Loco Dice,33
Gregor Meyle,37
Brous One,37
Celo & Abdi,59
Sylvan Esso,53
Amilcar Boscan,41
Fritz Kalkbrenner,54
Scrapy,19
Axel Rudi Pell,42
Sondaschule,43
Frederik Wiedmann,32
Afterburner,21
Neonlight,24
Kontra K,68
Ella Endlich,33
Frank Nimsgern,29
Störte.Priester,40
Massendefekt,35
Vogelfrei,27
Kid Kopphausen,20
Rea Garvey,52
Genetikk,52
Franz Lehár,35
Me And My Drummer,19
Frei.Wild,55
Dayne S,38
Kool Savas,60
Tigerskin,20
David Kushner,74
Schiller,47
Fanny Mendelssohn,40
Pulsedriver,52
Johann Friedrich Franz Burgmuller,1
Pan-Pot,35
Die Höchste Eisenbahn,30
Klopfgeister,27
Neonschwarz,33
Nazareth,57
Die Happy,26
Summer Cem,66
At Vance,38
PA Sports,56
Phonique,34
Eisblume,28
Thierry Von Der Warth,59
His Statue Falls,16
Bizzy Montana,31
Serum 114,33
Mach One,32
Stomper 98,29
Exumer,22
NMZS,29
Konny,31
Luis Vargas,52
WOLF DOWN,21
Hans Leo Hassler,19
Cornelius Gurlitt,9
Ignatz Waghalter,2
Brass Knuckles,12
Kat Frankie,34
Udo Lindenberg,58
KrawallBrüder,39
Klaas,62
DJ Shog,35
Beyond the Bridge,14
Eko Fresh,49
Razorbladekisses,10
Jennifer Rostock,41
Enno Bunger,33
Lyrical Benjie,28
Gus Backus,31
Dania König,22
Sefora Nelson,29
Tube & Berger,47
BRDigung,44
3Plusss,27
257ers,51
Edgar Wasser,37
XATAR,53
Keine Zähne Im Maul Aber La Paloma Pfeifen,13
The Zodiacs,46
RAF Camora,71
Hamburger Jungz,17
Betontod,43
Moneyrain,17
Wolfgang Haffner,34
Cripper,12
Die Heiterkeit,13
MiyaGi & Endspiel,60
Mosh36,38
Fliehende Stürme,17
Risk It!,16
Get Well Soon,27
Fler,48
kettcar,42
Dezperadoz,16
Pia Douwes,28
Spotlight Musicals,34
Berliner Philharmoniker,69
Frittenbude,34
Max Prosa,34
KC Rebell,57
Die Sternenkinder,35
Massive Attack,62
Sebastian Bodinus,1
Dramadigs,24
SadiQ,53
Heinrich Schütz,27
Andrew Spencer,36
Julius Weismann,1
Dackelblut,9
Oma Hans,11
AirDice,21
Savannah Dexter,49
Monsters Of Liedermaching,31
Jupiter Jones,42
JuliensBlog,14
Battleboi Basti,28
Upstream,20
Dän Zeltner,17
Neelix,54
ShimmyMC,16
Alban Berg Quartett,39
Zoff,19
Hasenscheisse,30
Andreas Volz,29
Plusmacher,38
Kaput Krauts,10
Kurdo,57
Adorned Brood,9
Tamela Mann,44
Amber Bullock,36
Anthony Brown & group therAPy,42
Marvin Winans,42
Jonathan McReynolds,49
Israel Houghton,49
Earnest Pugh,35
Rev. Milton Brunson,30
Marvin Sapp,49
Deon Kipping,30
VaShawn Mitchell,37
John P. Kee,41
Forever Jones,39
Israel & New Breed,49
Jason Nelson,35
The McKameys,34
Josh Mosser,41
Shekinah Glory Ministry,37
Chrystal Rucker,18
James Fortune,40
Joshua Rogers,34
The Old Paths,32
Vanessa Bell Armstrong,24
Mark Trammell Quartet,19
Guy Penrod,38
Harper Family,28
Jeff & Sheri Easter,36
"Bishop Paul S. Morton, Sr.",37
Toque no Altar,50
The Whisnants,26
Coko Yamasaki,38
Brian Free & Assurance,28
Zacardi Cortez,41
Lexie Liu,53
JJ Hairston,41
Carroll Roberson,27
Troy Sneed,21
Fred Hammond,50
Marina Davis,25
The Prestonwood Choir & Singers & The London Symphonica,2
Shirley Ann Lee,28
Fernandinho,66
The Stutzman Sisters,18
Supreme 7,23
Mike Bowling,26
Rochesters,34
The Walls Group,38
Christafari,43
The Clark Sisters,38
Raquel Mello,36
Gaither Vocal Band,47
Donald Lawrence & The Tri-City Singers,34
Lynda Randle,35
Aline Barros,62
Charles Jenkins & Fellowship Chicago,38
Smokie Norful,42
The LeFevre Quartet,29
Yves & Yvan,22
Kleber Lucas,50
Doyle Lawson & Quicksilver,33
Myron Butler & Levi,30
The Georgia Mass Choir,34
The Grascals,29
Paul Williams,46
Greater Vision,29
Steve Pettit Evangelistic Team,25
Viktory,19
Byron Cage,36
Jermaine Edwards,50
Amos & Margaret Raber,34
Triumphant Quartet,28
Joe Mullins & The Radio Ramblers,21
Galkin Evangelistic Team,26
Kirk Franklin,60
Nívea Soares,60
Bebe & Cece Winans,42
Lonesome River Band,32
Cèdre Katambayi,24
Grace Baptist College,25
The Talleys,28
Wess Morgan,29
Ben Tankard,34
Sean C. Johnson,30
Rondell Positive,26
Stutzman Family Singers,23
Vye Frè,13
Bill & Gloria Gaither,37
The Rance Allen Group,29
Charles Jenkins & Fellowship Chicago,38
Bryce Simpson,26
Jason Mighty,26
Gabriela Rocha,68
Peeterson St Dic,14
Liberty Quartet,25
Danielle Cristina,36
Json Jx,29
Andrae Crouch,38
Golden State Baptist College,27
Doc McKenzie,17
The Collingsworth Family,39
Kevin Downswell,26
The Crabb Family,32
Nani Azevedo,44
Bruna Karla,59
Three Bridges,18
Mark Bishop,33
Marvia Providence,27
Vusa Mkhaya,10
Marquinhos Gomes,55
Comunidade Evangélica de Maringá,10
Luther Barnes,27
Tennessee Ernie Ford,49
Choir Of Western Samoa Teachers' Training College,18
Travis Greene,49
Hylander Singing Men,20
The Cathedrals,31
Songs Of Praise,7
The Alabama Gurlz,13
The Inspirations,32
West Coast Baptist College,34
Smokey Mountain Gospel Singers,9
Vickie Winans,28
Darlene McCoy,23
Lordside Gangsta,12
Lauriete,44
Gerson Rufino,55
Juanita Bynum,37
David Quinlan,48
Soweto Gospel Choir,43
Bluegrass Gospel Project,12
Damita,15
Roy and Revelation,14
Carl Story,18
Joyous Celebration,52
William Murphy,41
The Wilds,31
Sleep Thieves,15
Anthony Burger,33
Kingdom Heirs,29
Jotta A,38
Eden Muñoz,74
Project 10 Men,5
Blest By Four,17
Joyful Melodies,13
Evelyn Turrentine-Agee,22
Armando Filho,34
The Isaacs,33
Sherwin Gardner,39
Vaniah Toloa,31
Kristine Alicia,15
Rev Matthew Mickens & The Highway Travelers,8
Ministerio Ipiranga,40
Positive Frequencies,40
Determined,2
Stephen Hurd,36
Ricky Skaggs,47
Benedict Lamartine,19
Maranda Curtis,33
Leon Timbo,17
Gospel Comforters,4
Nii Okai,16
The Perrys,27
Welmyr Jean-Pierre,3
Sarah Farias,46
Ivan Parker,27
Dorothy Norwood,27
Caribbean Gospel Muzic,11
Shirley Carvalhaes,47
Koffi Olomide,49
James Smith Alcindor,18
Marco Frisina,41
Christina Shusho,37
Larry Ford,23
Renascer Praise,50
PJ Morton,54
Da Chozen Brothaz,8
Youthful Praise,36
Lacuna Coil,51
Graveyard Train,23
Delain,44
The 69 Eyes,44
The Murder of My Sweet,27
Motorama,45
Horror Vacui,30
Kate Mann,18
Clan of Xymox,40
Katatonia,48
This Mortal Coil,40
Lord Of The Lost,48
Anathema,45
Deathstars,39
Nightwish,64
Unleash The Archers,48
Antimatter,33
Daylight Dies,22
Jens Lekman,31
Children Of Bodom,53
Those Poor Bastards,26
Anna von Hausswolff,33
Wovenhand,28
The Ghastly Ones,26
Bella Morte,20
Zombina & The Skeletones,21
The Crüxshadows,28
The Mescaline Babies,9
Dalriada,25
Mandragora Scream,26
Rachel Brooke,12
Saturnus,29
Dark Princess,25
El Perro del Mar,29
Les Yeux Sans Visage,4
New Model Army,41
Regardless Of Me,4
45 Grave,29
Suspiria,21
Cold Cave,40
Lolita KompleX,26
Lacrimosa,43
Sopor Aeternus & The Ensemble Of Shadows,35
Tarja,44
Les Fleurs Du Mal,8
Inkubus Sukkubus,28
Heinrich XIII and the Devilgrass Pickers,3
Amberian Dawn,33
Ghoultown,32
The Pine Box Boys,26
La Pompe Moderne,20
Der Noir,4
Jonas Lundqvist,30
Magic: The Gathering,31
The Foreshadowing,26
Highlonesome,14
Ambeon,12
Evadne Baker,35
Catholic Spit,17
Sanguis et Cinis,25
Phantom Of The Black Hills,3
June Divided,11
Seraphim Shock,19
Blackthorn,19
To/Die/For,30
Evolove,8
Woodbox Gang,14
Grooving In Green,5
Skarlett Riot,27
Rico Won,11
The Coffinshakers,31
Amaranthe,57
The Eden House,19
My Dying Bride,38
obnoXIuz,19
Dark Tranquillity,47
Ava Inferi,7
Jacquy Bitch,1
Within Temptation,61
69 Chambers,4
Excès Nocturne,0
Darkseed,24
Alice By Heart Original Cast Recording Company,33
4 Dead Monks & Astrocowboys,0
Dzierzynski Bitz,1
Lani Mo,32
Kierra Sheard,45
Merciful Nuns,16
Slowgold,24
KATANA 10400,39
Edenian,3
Adrian H and The Wounds,1
Fear Cult,21
Screaming For Silence,9
Egyptian Hip Hop,10
Dawn of Destiny,22
Lyriel,39
The Dreamside,12
Etzia,13
Christian Death,42
Jim White,27
Inborn Suffering,3
Mister Loveless,0
The Soundtrack Of Our Lives,33
Blutengel,43
Dreadful Shadows,16
De Brassers,8
Switchblade Symphony,28
Akoma,14
HammerFall,54
Sarah Jezebel Deva,4
Kells,37
Your Tomorrow Alone,0
Ecnephias,1
Gotham O.D,1
Motus Tenebrae,0
Grave Slaves,1
The Magical Drops,45
Death Party UK,0
Impetigo,23
Gazapizm,62
Dropdead,23
Insult,15
ACxDC,27
Capitalist Casualties,23
Magrudergrind,27
Dream Phobia,32
Last Days Of Humanity,28
Fuck I'm dead,3
False Lights,3
Noisear,4
Afgrund,8
Benümb,2
Coldworker,1
Insect Warfare,28
Robert Randolph & The Family Band,39
Plague Rages,1
Ghostlimb,3
Gets Worse,11
False Flag Attack,0
Remasculate,0
Total Fucking Destruction,9
Full Metal Duck,0
Liberteer,1
The SenseLess Khorister,0
Hivesmasher,0
.357 Homicide,19
Livet som insats,0
Tombthroat,0
Graf Orlock,11
Prey of Chaos,0
Priapus,2
Kevlar Skin,0
Inhale Exhale,18
Barra Xul,0
O Cúmplice,0
A MILLION DEAD BIRDS LAUGHING,1
Cripple Bastards,18
Bingo Players,54
Haemorrhage,19
WheelChair Goat,5
Tellusian,0
Beaten To Death,19
Painkiller,15
RESURRECTED,18
Iron Lung,19
Desalmado,17
Lamb of God,61
Mike James Kirkland,31
The Cactus Channel,38
Evans Pyramid,18
Oliver Mtukudzi,44
Shattered Skies,17
System Of A Down,78
Skull Snaps,27
Soulfly,48
Winfield Parker,13
Spineshank,39
The Sign of the Southern Cross,17
Mnemic,27
Corrosion Of Conformity,43
Pro-Pain,38
Otep,41
NekliFF,25
Ektomorf,32
Vita Imana,18
Trazendo a Arca,55
Thy Will Be Done,7
Mokoomba,22
Choirs Of Annunciation Byzantine Catholic Church,23
Guess What,13
Dirge Within,8
hemlocke springs,45
Fly O Tech,25
Alick Macheso and Orchestra Mberikwazvo,30
Joel Thomasraj,28
Exitus999,34
Banda Nova Casa,10
Googie Rene,26
"Dunn Pearson, Jr.",2
Black Umfolosi,8
Loui & Scibi,21
Elias Rahbani and His Orchestra,19
Ebenezer Calender and his Band,0
The Two Things in One,2
Dimitris Athanasiou,34
"Kenneth Horne, Richard Murdoch, Sam Costa, Muarice Denham with Stanley Black",0
Saccao,25
Nicholas Zakaria & Khiama Boys,23
Incredible Bongo Band,35
Clarence Reid,23
Dennis Coffey,15
Tobtok,48
Sacred Reich,32
Hatematter,1
Ben Delay,34
Croatia Squad,37
New World Lounge,0
Cleverson Silva,28
Mastodon,55
Lord Matteo,0
Hesit8,0
Deepjack,26
Miloh Smith,24
"P, Matterhorn & Sasz",0
Threestyle,32
Saba Rock,5
Nando Fortunato,41
Anton Ishutin,38
Música Legionária,27
Templo Soul,37
Shympulz,0
Exit Mars,0
Olivia Sofia Morales,16
Astralsound,0
Makkah DJ,0
Spa Music Paradise,37
Sllash & Doppe,43
Magdalena Chovancova,26
Janusz Olejniczak,44
Taigherwuds,0
DJ Danilkin,0
No Panties Allowed,1
Eulises Gonzales,0
Sunset Session Group,4
Deephonia,0
Peter Flowers,0
Mindrunner,0
Matvey Emerson,49
Paul Lock,45
Bring Me The Horizon,79
Maxim Kurtys,16
Max Lyazgin,21
Cosmic Mantis,1
Natalie Merchant,48
The Sun Warrios,0
Reignforest Sensistar,0
Kevin Karlson,8
Anturage,24
Esteban Garcia vs.Subworks,0
Riverson Vianna,17
DJ Tarkan,29
Roni Iron,26
Maurice Scoville,0
Pavel Svetlove,11
Diego Sampaio,9
The Dayton Sidewinders,7
VKDKV,17
DJ Denys,0
Lissat & Voltaxx,25
Marius Balzer,0
Thundermike,0
V Dimension,0
Ray Camacho and The Teardrops,0
Aatoo Cito,0
4444 Project,0
Fred Henderson,0
Jamie Ball As Action Bastard,0
Fancy Vienna,0
Afro Latin Vintage Orchestra Remix,0
Shawn Jones & The Believers,17
eleven7four,15
Cash Click Boog,21
Bobby Williams,6
Alex Spite,27
Jesse Henderson,2
Fabiola Del Castillo,0
Shorpi,0
Lastraw,6
Jim Tonique & Patrick Bryze,1
Robotic Birds,0
Moodwing,0
Ayurveda Garden,0
Moe Turk,35
Luciano Nieto,0
Mantrap,3
BazukaBeko,39
Benotto,0
Alex Kentucky,25
Lagh Maush,0
Nastech,3
ANORIMOI,19
Distant Noises,0
John Cruz,47
Jesse Rice,41
Joe Pass,42
Estas Tonne,47
Rafa El Tachuela,36
Patrick Landeza,15
Jesse Cook,46
Zachary Breaux,19
John Pizzarelli,32
Ottmar Liebert,42
Wes Montgomery,48
Kotaro Oshio,29
Pearl Django,32
Baden Powell,40
Keola Beamer,38
Prashant Aswani,6
Brittni Paiva,30
Adolfo Berón,12
Custódio Castelo,26
Niño Josele,26
Lloyd Green,16
Charlie Christian,27
Gerardo Nuñez,36
Dorado Schmitt,27
Tommy Emmanuel,43
Paul Gilbert,34
Ulf Wakenius,29
Lionel Loueke,30
Kuana Torres Kahele,41
Ferdinando Carulli,24
Zoran Dukic,13
Simon Wynberg,42
Carles Trepat,13
Paco de Lucía,53
Jeff Peterson,29
Jorge Morel,22
Roland Dyens,32
Dani de Morón,26
Eivind Aarset,30
Oded Melchner,13
Sol Hoopii,13
Ken Navarro,38
"Jim ""Kimo"" West",29
Miguel Llobet Solés,33
Dominic Miller,41
Pat Metheny,50
Carlos Moscardini,26
Bucky Pizzarelli,28
Goro Ito,18
Windy & Carl,23
James Whetzel,5
Dennis Kamakahi,32
Kapono Beamer,32
Manuel Barrueco,29
Joe Satriani,50
João Gilberto,62
DEPAPEPE,36
Wes Montgomery Trio,43
The Montgomery Brothers,31
Kurt Rosenwinkel,40
Chamin Correa,40
Carlos Paredes,26
Robert Randolph & The Family Band,39
Alhousseini Anivolla,6
Larry Carlton,39
Diego del Morao,41
Tinariwen,45
Yngwie Malmsteen,46
Stephan Forté,9
John Németh,18
Bobby Broom,17
Charles Michael Brotman,25
Amanar,15
Joscho Stephan,29
Ulli Boegershausen,36
Biréli Lagrène,35
Ulaan Khol,4
Marcel Coenen,5
Mississippi Heat,14
Oren Ambarchi,26
Berta Rojas,27
Thibault Cauvin,39
Ed Cherry,10
Antonio Bribiesca,33
Jesús de Rosario,7
Robert Fripp,33
Texas Guitar Quartet,1
Clara Campese,6
Ken Verheecke,36
Joshua Luke Smith,25
Michelle Qureshi,43
Steelism,14
José Maurício Nunes Garcia,10
Kawika Kahiapo,40
Barefoot Natives,5
Chris Proctor,13
Quarteto de Guitarras de Martinho D’Assunção,1
Mike Stern,30
Koo Nimo,6
Dustin Wong,12
George Dalaras,44
Jorge Fontes,10
Denny Freeman,11
Jaime Santos,8
Dave Fields,9
Atahualpa Yupanqui,40
John Scofield,41
Celedonio Romero,24
Cecilio Perera,7
Alirio Díaz,14
Narciso Yepes,34
Kostas Grigoreas,3
Carlo Domeniconi,20
Eros Roselli,9
The Gaslight Anthem,51
Slash,59
"Fear, and Loathing in Las Vegas",48
Aerosmith,73
AC/DC,80
Led Zeppelin,74
The Birdsongs,17
Sleeping Giant,32
Above Only,23
Ian Gillan,34
Sister Sin,27
Jackyl,42
Rush,63
KISS,69
Torche,32
Enter Shikari,53
Koritni,27
Cypress Hill,65
Million Dollar Reload,18
War Of Ages,35
The Night Flight Orchestra,37
Silverstein,54
For All Eternity,28
ASIAN KUNG-FU GENERATION,58
Jettblack,17
The Darkness,53
Iron Maiden,70
Sturm und Drang,27
The Killbilly 5'ers,18
Alexisonfire,50
Loverboy,52
coldrain,52
Hardline,35
Stan Bush,38
Richie Sambora,38
To Speak Of Wolves,7
Hootie & The Blowfish,58
White Zombie,54
Kiara Rocks,24
L.A. Guns,42
Dokken,50
Wildstreet,31
Sunstorm,21
Night Ranger,49
Our Hearts Hero,9
Eddie Money,55
Cinderella,55
Buckcherry,55
Cheap Trick,58
Random Hero,23
Atari Teenage Riot,33
Lords Of Acid,35
Lita Ford,44
Los Viejos,19
MY FIRST STORY,60
Mannequin Pussy,51
Tom Petty and the Heartbreakers,66
Los Bastardos Finlandeses,13
Elderbrook,66
...And You Will Know Us by the Trail of Dead,34
The Cult,56
Crucified Barbara,17
Hysterical Love Project,17
Manowar,54
Protest The Hero,40
The Devil Wears Prada,55
Boikot,44
Tyketto,28
Jimi Jamison,32
Matt Moore,26
Vision Of Disorder,28
Steelwing,10
The J. Geils Band,54
Motörhead,63
Future Of The Left,24
Gloria Trevi,69
Cefa,21
Titãs,61
Nazareth,57
The Overseer,4
Wig Wam,41
Thin Lizzy,59
Jethro Tull,55
DAZZLE VISION,15
Crown The Empire,51
DMX,69
Pennywise,52
Hail The Sun,49
Teenage Bottlerocket,40
Raekwon,65
Lil Nas X,73
Secrets,38
Q-Tip,57
Bury Tomorrow,51
Sean Price,42
Stick To Your Guns,42
Being As An Ocean,41
Anthony Green,38
Kool G Rap,43
Adestria,26
Expire,31
Every Time I Die,44
Hands Like Houses,46
From Indian Lakes,41
The Used,59
Ionut Cercel,53
Black Breath,23
S3rl & SynthWulf,18
Masta Ace,45
I The Mighty,37
Abandon All Ships,34
Converge,40
Ceremony,34
The Bouncing Souls,45
Enabler,13
Zelliack,14
The Holy Mess,25
The Chariot,30
Minority Unit,19
Viktor Vaughn,52
Incendiary,37
Saigon,39
Close to Home,18
Skyzoo,35
Single Mothers,25
Busta Rhymes,69
Make Me Famous,22
Young Buck,56
Everyone Dies In Utah,22
I Am King,41
Talib Kweli,52
Purity Control,19
Suburban Scum,33
Aerolyn,13
Amy Dickson,36
DJ Premier,63
The Psycho Realm,39
God Forbid,24
Obie Trice,55
Serianna,9
Styles P,58
Trash Talk,27
Yashin,17
Fat Joe,65
MYCHILDREN MYBRIDE,21
Guru Randhawa,66
Run–D.M.C.,58
Screaming Females,34
Snowgoons,43
Angerfist,55
Million Dead,19
Xibalba,26
Mo' Horizons,48
Underoath,59
Siekiera,27
Buried In Verona,25
